Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
335.4216,87,610,1,0.03182313,0.008477787,-0.0613331,-0.1162571,0.07955673,0.9900278
335.4322,88,608,1,0.03201703,0.008462082,-0.06132825,-0.1158759,0.07906729,0.9901116
335.4447,89,607,1,0.03221041,0.008447129,-0.06132266,-0.1154866,0.07856987,0.9901967
335.4632,90,606,1,0.03239513,0.008433127,-0.06131681,-0.1151034,0.07809046,0.9902793
335.478,93,603,1,0.03257695,0.008418728,-0.06130849,-0.1143704,0.07730042,0.9904262
335.4959,95,601,1,0.03274967,0.008405713,-0.06130166,-0.113662,0.07654458,0.9905664
335.5104,97,599,1,0.03291854,0.0083936,-0.06129761,-0.1127983,0.07564797,0.990734
335.53,100,596,1,0.03308045,0.008382199,-0.06129324,-0.1119714,0.07478068,0.9908937
335.5446,103,594,1,0.03324235,0.008370067,-0.0612874,-0.11106,0.07381439,0.9910687
335.5605,105,591,1,0.03339663,0.008359803,-0.06128073,-0.1101988,0.07289007,0.9912332
335.5764,108,588,1,0.03355666,0.008347753,-0.06127472,-0.1093004,0.07190153,0.9914049
335.5921,110,586,1,0.03371107,0.008336798,-0.06126623,-0.1084466,0.07095129,0.991567
335.6094,113,583,1,0.03386922,0.008329186,-0.06125894,-0.1075744,0.06997048,0.9917318
335.6257,115,580,1,0.03402165,0.008317834,-0.06125084,-0.1067422,0.0690348,0.9918873
335.6426,118,578,1,0.03416041,0.008307301,-0.06124147,-0.1058998,0.06810495,0.9920418
335.6606,120,575,1,0.03429468,0.008299159,-0.06123469,-0.1050858,0.067211,0.9921893
335.6774,123,573,1,0.03441336,0.008290316,-0.06122639,-0.1042092,0.06626991,0.992345
335.6936,125,570,1,0.034529,0.008284195,-0.06121807,-0.103351,0.06536172,0.9924951
335.7101,128,567,1,0.03464822,0.008273649,-0.06121287,-0.1022877,0.06411533,0.9926865
335.7269,131,563,1,0.03476259,0.008268249,-0.06120877,-0.1012573,0.06291522,0.9928689
335.7433,135,559,1,0.0348791,0.008262822,-0.06120468,-0.1000772,0.06153507,0.993075
335.76,138,556,1,0.03499076,0.008256476,-0.06120111,-0.09894523,0.06023201,0.9932683
335.7773,141,552,1,0.03509834,0.008245868,-0.06119851,-0.09774548,0.05879273,0.9934734
335.7933,145,548,1,0.03520048,0.0082355,-0.06119371,-0.09660749,0.05741117,0.9936654
335.8104,227,447,1,0.03757661,0.0079712,-0.06120522,-0.06755113,0.02105621,0.9974936
335.8264,227,447,1,0.03757856,0.007981301,-0.06120241,-0.0675654,0.0210609,0.9974926
335.8438,227,447,1,0.03757228,0.007990661,-0.06119749,-0.06753775,0.02108152,0.9974939
335.8601,227,448,1,0.03756759,0.007997217,-0.06119268,-0.06750604,0.02111001,0.9974955
335.8775,228,447,1,0.03755319,0.007999089,-0.06118498,-0.06738754,0.02102924,0.9975053
335.8942,228,447,1,0.03754023,0.00799829,-0.06117894,-0.0672514,0.02092293,0.9975166
335.911,228,446,1,0.03751919,0.007998441,-0.06117478,-0.06720461,0.02057708,0.997527
335.9268,228,445,1,0.03750156,0.00800181,-0.06117034,-0.06714389,0.02025019,0.9975378
335.9432,228,444,1,0.03747372,0.008002846,-0.06116552,-0.06714686,0.01980709,0.9975465
335.9615,228,443,1,0.03744582,0.007999166,-0.06116199,-0.06715094,0.0193764,0.9975547
335.9777,228,441,1,0.03741544,0.007991593,-0.0611622,-0.06727689,0.01882929,0.9975567
335.9946,227,440,1,0.03738762,0.00798509,-0.06116089,-0.06740894,0.01827805,0.997558
336.0114,227,438,1,0.03736389,0.00797926,-0.06116001,-0.06760659,0.01768812,0.9975553
336.0265,226,437,1,0.03734196,0.007977276,-0.06115802,-0.06780662,0.01713084,0.9975514
336.0436,226,435,1,0.03730052,0.007975698,-0.0611554,-0.06801837,0.01657495,0.9975464
336.0622,225,434,1,0.03726179,0.00797145,-0.06115058,-0.06822112,0.01604862,0.9975411
336.0786,224,432,1,0.03722606,0.0079655,-0.06114733,-0.0684465,0.01549573,0.9975345
336.0932,224,431,1,0.03719291,0.007962856,-0.0611425,-0.06865263,0.01495531,0.9975286
336.1108,223,429,1,0.03716406,0.007961682,-0.06113699,-0.0688325,0.01446375,0.9975234
336.1287,223,428,1,0.03713775,0.007959245,-0.06113185,-0.06900039,0.01399601,0.9975184
336.1426,222,427,1,0.03709893,0.007954477,-0.06112463,-0.06916241,0.01353495,0.9975136
336.16,222,425,1,0.03706039,0.007950902,-0.06111741,-0.06931388,0.0130863,0.9975091
336.1783,221,424,1,0.03703643,0.007944338,-0.06111243,-0.06948703,0.01263481,0.9975028
336.1942,221,423,1,0.03701502,0.007939949,-0.06110671,-0.06965132,0.01218746,0.997497
336.2102,221,422,1,0.03699214,0.007938785,-0.06109998,-0.06978846,0.01179658,0.997492
336.2274,220,421,1,0.03696966,0.007935532,-0.06109353,-0.06991707,0.01143284,0.9974872
336.2437,220,420,1,0.03693414,0.007934105,-0.06108526,-0.06988733,0.01101829,0.997494
336.2606,220,419,1,0.03689995,0.007934215,-0.06107838,-0.06986173,0.01062235,0.9975001
336.2771,221,418,1,0.03684647,0.007931598,-0.06107187,-0.06970144,0.01019594,0.9975158
336.2942,221,416,1,0.03679543,0.007929352,-0.06106357,-0.06954432,0.00977186,0.9975311
336.3102,222,415,1,0.03673126,0.007926703,-0.06105535,-0.06932176,0.009326506,0.9975508
336.3265,222,414,1,0.03666958,0.007926999,-0.06104617,-0.06910487,0.008898189,0.9975697
336.3447,223,413,1,0.03659892,0.007924885,-0.06103793,-0.06884778,0.008485466,0.9975911
336.3602,223,412,1,0.03653044,0.007922286,-0.0610332,-0.0686045,0.008081605,0.9976112
336.3777,224,411,1,0.03645827,0.007920015,-0.06102213,-0.06833842,0.007675957,0.9976327
336.3936,225,410,1,0.03638792,0.007920745,-0.06101453,-0.06808977,0.007294534,0.9976525
336.4103,225,409,1,0.03630145,0.007919048,-0.06100842,-0.06786428,0.006940089,0.9976705
336.426,226,408,1,0.03621809,0.007918432,-0.06100147,-0.06765276,0.006603127,0.997687
336.4441,227,407,1,0.0361216,0.00791976,-0.06099635,-0.06736802,0.006245508,0.9977086
336.4601,227,406,1,0.0360284,0.007920039,-0.06098948,-0.067103,0.005902758,0.9977285
336.4769,227,406,1,0.0360284,0.007920039,-0.06098948,-0.06710301,0.005902759,0.9977285
336.493,227,406,1,0.0360284,0.007920039,-0.06098948,-0.06710301,0.005902759,0.9977285
336.5108,240,404,1,0.03521238,0.007923838,-0.06097876,-0.06229267,0.005334006,0.9980437
336.5288,252,403,1,0.03442918,0.007927552,-0.06096982,-0.05765904,0.004771498,0.998325
336.5447,264,401,1,0.03376108,0.007930825,-0.06096043,-0.05318302,0.004222897,0.9985759
336.5645,275,400,1,0.0331187,0.007935636,-0.060954,-0.04887201,0.003689517,0.9987982
336.5796,286,398,1,0.03252183,0.007937682,-0.06094946,-0.04470059,0.003161211,0.9989954
336.5924,297,397,1,0.03194698,0.007942777,-0.06094721,-0.04069351,0.002659674,0.9991681
336.6084,550,367,1,0.01821152,0.008154671,-0.06083938,0.05566178,-0.008357057,0.9984147
336.6256,550,367,1,0.01821004,0.008150599,-0.06084308,0.0556512,-0.008342735,0.9984155
336.6432,550,367,1,0.018204,0.008145547,-0.06084975,0.05564567,-0.008359625,0.9984156
336.6605,550,367,1,0.01819722,0.008138592,-0.06085449,0.05563266,-0.008360093,0.9984163
336.6762,550,367,1,0.01820478,0.008133983,-0.06086326,0.05560983,-0.008388764,0.9984174
336.6922,550,367,1,0.01821318,0.008138384,-0.06087007,0.05558475,-0.00839707,0.9984187
336.7095,550,367,1,0.01818894,0.008146395,-0.06087446,0.05557365,-0.008347944,0.9984196
336.7262,550,367,1,0.01816557,0.008147426,-0.06087693,0.0555832,-0.008297551,0.9984196
336.7426,550,367,1,0.01815716,0.00814081,-0.06087789,0.05560378,-0.008313305,0.9984183
336.7597,550,367,1,0.01814697,0.008139122,-0.06088208,0.05563496,-0.00834772,0.9984163
336.7772,550,367,1,0.01813826,0.008135604,-0.06088932,0.05567048,-0.008426067,0.9984137
336.7977,550,366,1,0.01812978,0.008138155,-0.06089497,0.05570951,-0.008498662,0.9984108
336.8098,550,366,1,0.01811765,0.008136829,-0.06090035,0.05574285,-0.008543347,0.9984086
336.8269,550,366,1,0.01810286,0.008133098,-0.0609067,0.05576583,-0.008587223,0.998407
336.8431,550,366,1,0.01808136,0.008122692,-0.0609147,0.05575339,-0.008748543,0.9984062
336.8607,550,365,1,0.01806071,0.008114614,-0.06092104,0.05573174,-0.008915126,0.9984061
336.8771,550,365,1,0.01804452,0.008108438,-0.06092698,0.05565815,-0.009147357,0.998408
336.8935,550,364,1,0.01802873,0.008103441,-0.0609314,0.05558261,-0.00935677,0.9984102
336.91,549,363,1,0.01802087,0.008095034,-0.06093532,0.05549891,-0.009595935,0.9984126
336.9281,549,363,1,0.01801365,0.00808387,-0.06093695,0.05543127,-0.009835226,0.9984142
336.9445,549,362,1,0.01799145,0.008073622,-0.06094195,0.05539707,-0.01012449,0.9984131
336.9608,549,361,1,0.01797056,0.008067402,-0.06094152,0.0553842,-0.01039806,0.998411
336.9782,549,361,1,0.01792487,0.008061531,-0.06093967,0.05538921,-0.0106528,0.998408
336.9933,549,360,1,0.01788104,0.008056227,-0.06093983,0.05539676,-0.01090505,0.9984049
337.0106,549,359,1,0.0178226,0.008045874,-0.06093901,0.05558724,-0.01121474,0.9983909
337.0266,550,358,1,0.01776587,0.008036233,-0.06094011,0.05576772,-0.01151963,0.9983773
337.0437,551,357,1,0.01774097,0.008027035,-0.06093962,0.05606302,-0.01186675,0.9983567
337.0609,551,356,1,0.01771843,0.008018193,-0.06093553,0.05635349,-0.01219419,0.9983364
337.0773,552,355,1,0.01769462,0.008009381,-0.06093183,0.05671068,-0.01256307,0.9983116
337.0941,553,354,1,0.01767165,0.00800144,-0.06092861,0.05705177,-0.01292478,0.9982876
337.1097,554,353,1,0.01765552,0.007994541,-0.06092413,0.0574588,-0.01332674,0.9982589
337.127,556,352,1,0.01764086,0.007988319,-0.06091737,0.05785252,-0.01370713,0.9982311
