Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
576.2634,232,426,1,0.1655845,0.07415916,-0.5403965,-0.08928826,-0.004551316,0.9959954
576.2715,314,447,1,0.1725332,0.07362896,-0.5403595,-0.06496669,0.002181011,0.997885
576.2798,313,448,1,0.1725445,0.07362887,-0.5403599,-0.06536885,0.002397069,0.9978583
576.2883,312,448,1,0.1725561,0.07362948,-0.5403613,-0.06575297,0.002607785,0.9978325
576.3034,310,449,1,0.1725677,0.07362737,-0.5403594,-0.0661126,0.002827113,0.9978082
576.3194,308,451,1,0.172628,0.07362346,-0.5403567,-0.0668666,0.003395429,0.9977562
576.3376,305,453,1,0.1727063,0.07361729,-0.540352,-0.06788297,0.004194543,0.9976845
576.3542,302,455,1,0.17278,0.07361063,-0.5403497,-0.06886829,0.004965512,0.9976134
576.3707,298,459,1,0.1729097,0.07359992,-0.5403448,-0.07005614,0.00594846,0.9975253
576.3871,295,461,1,0.1730359,0.07359014,-0.5403396,-0.07120104,0.006875751,0.9974383
576.4033,292,464,1,0.1731595,0.07358501,-0.5403249,-0.07230029,0.007779882,0.9973526
576.421,199,546,1,0.1764058,0.07348519,-0.539901,-0.1026146,0.03410125,0.9941365
576.4377,198,546,1,0.1763943,0.07347774,-0.5399003,-0.1026936,0.03414512,0.9941268
576.4575,198,546,1,0.1763819,0.07346793,-0.5399026,-0.1027809,0.03411786,0.9941188
576.4713,198,546,1,0.1763741,0.07346103,-0.5399021,-0.1029462,0.03403456,0.9941045
576.4864,197,546,1,0.1763674,0.07345604,-0.5398997,-0.1031074,0.03394709,0.9940907
576.502,197,546,1,0.1763588,0.07344895,-0.5399,-0.1032674,0.03386834,0.9940768
576.5195,196,545,1,0.176328,0.07343917,-0.5398999,-0.1034665,0.03380574,0.9940583
576.5364,195,545,1,0.1763002,0.07342823,-0.5398974,-0.1036748,0.03373105,0.9940392
576.5535,196,545,1,0.1762545,0.0734213,-0.5398936,-0.1035422,0.03353253,0.9940597
576.5695,196,544,1,0.1762096,0.0734112,-0.5398923,-0.1034251,0.03334406,0.9940782
576.5861,197,543,1,0.1761755,0.07340108,-0.5398916,-0.1030925,0.03314953,0.9941193
576.6041,198,543,1,0.1761442,0.07339575,-0.5398898,-0.1027784,0.03294516,0.9941586
576.6203,200,542,1,0.1761611,0.07338874,-0.5398853,-0.1022985,0.03268547,0.9942166
576.637,201,541,1,0.1761768,0.07338265,-0.5398817,-0.1018301,0.03245793,0.9942721
576.6548,203,540,1,0.1761943,0.07337699,-0.5398797,-0.1012803,0.03220601,0.9943365
576.6724,205,540,1,0.1762121,0.07337248,-0.5398715,-0.1007436,0.03198118,0.9943983
576.6876,206,539,1,0.1762161,0.07336715,-0.5398642,-0.1003959,0.03166586,0.9944435
576.7024,207,538,1,0.1762189,0.07335642,-0.5398625,-0.1000674,0.03135032,0.9944866
576.7194,206,536,1,0.1762229,0.07334476,-0.5398592,-0.1001308,0.03070465,0.9945005
576.7382,205,533,1,0.176226,0.07333657,-0.5398597,-0.1004603,0.02989036,0.9944919
576.7546,204,531,1,0.1762293,0.07332915,-0.539858,-0.1007715,0.02911655,0.9944835
576.7707,203,528,1,0.1762629,0.07332285,-0.5398563,-0.1012933,0.02826629,0.994455
576.7875,201,525,1,0.1762919,0.07331351,-0.5398546,-0.1018011,0.02746317,0.9944256
576.8031,199,523,1,0.1762898,0.07330544,-0.5398553,-0.1023778,0.0265816,0.9943904
576.8207,198,520,1,0.1762856,0.07330039,-0.5398555,-0.1029451,0.02573943,0.994354
576.8371,151,449,1,0.175349,0.0732547,-0.5397946,-0.1174217,0.003111661,0.9930773
576.8534,151,449,1,0.1753481,0.07325469,-0.5397944,-0.1174346,0.003115596,0.9930757
576.8696,151,449,1,0.1753026,0.0732553,-0.5397923,-0.1174755,0.003058732,0.9930711
576.8873,151,449,1,0.1752588,0.07325785,-0.5397906,-0.1175154,0.00300397,0.9930665
576.9034,151,449,1,0.1751834,0.07326233,-0.5397847,-0.1176002,0.002983693,0.9930565
576.9202,150,449,1,0.1751089,0.07326499,-0.5397776,-0.1176773,0.002965282,0.9930474
576.9371,150,449,1,0.1750396,0.07326387,-0.5397732,-0.1178163,0.002931343,0.9930311
576.9541,149,449,1,0.1749726,0.07326258,-0.5397686,-0.1179481,0.002865565,0.9930156
576.9706,149,448,1,0.1748704,0.07326224,-0.5397615,-0.1180457,0.002755086,0.9930043
576.9878,149,448,1,0.1747692,0.07326467,-0.5397552,-0.1181457,0.002641887,0.9929928
577.0031,148,448,1,0.1746749,0.07326258,-0.5397493,-0.1182656,0.002497713,0.9929789
