Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
458.3262,390,358,1,0.1046148,0.03172027,-0.3578151,-0.02486651,-0.01689384,0.9995481
458.3335,392,358,1,0.1046321,0.0317218,-0.3578245,-0.02413821,-0.01685426,0.9995666
458.341,394,358,1,0.1046489,0.03171886,-0.3578339,-0.02343734,-0.01681701,0.9995838
458.349,396,358,1,0.1046654,0.03171539,-0.3578431,-0.02276475,-0.01678269,0.9996001
458.3649,399,358,1,0.1046595,0.03171697,-0.3578507,-0.02198619,-0.01667889,0.9996191
458.3806,401,359,1,0.1046526,0.03171561,-0.3578613,-0.02124185,-0.016579,0.9996369
458.3983,403,359,1,0.1046221,0.03171499,-0.3578721,-0.0204602,-0.01646619,0.9996551
458.4185,405,359,1,0.1045932,0.0317144,-0.3578843,-0.01970859,-0.01635949,0.9996719
458.4318,408,360,1,0.1045405,0.03171845,-0.3578967,-0.01894428,-0.01623243,0.9996887
458.4492,410,360,1,0.1044882,0.03172083,-0.3579082,-0.01821123,-0.01611079,0.9997044
458.4659,412,360,1,0.1044299,0.03172232,-0.3579167,-0.01749912,-0.01602035,0.9997185
458.4814,414,361,1,0.1043739,0.03172472,-0.3579268,-0.01682044,-0.01593262,0.9997315
458.4974,416,361,1,0.1043099,0.03172825,-0.3579381,-0.01616493,-0.01588506,0.9997432
458.5139,418,361,1,0.1042484,0.03173134,-0.3579505,-0.01553616,-0.01583715,0.9997538
458.5312,412,364,1,0.1046996,0.03170561,-0.3579481,-0.01764858,-0.01485652,0.9997338
458.5489,406,367,1,0.105133,0.03168044,-0.3579435,-0.0196717,-0.01391993,0.9997096
458.5738,401,369,1,0.105564,0.0316546,-0.3579364,-0.02152113,-0.01308724,0.9996827
458.6028,396,371,1,0.1059769,0.03162877,-0.3579292,-0.02329304,-0.01228856,0.9996532
458.6189,391,373,1,0.1063602,0.03160461,-0.3579236,-0.02492821,-0.01160424,0.9996219
458.6327,387,375,1,0.1067455,0.03158096,-0.3579174,-0.02643375,-0.0110474,0.9995896
458.6432,287,414,1,0.1159708,0.03096581,-0.3578025,-0.06267247,0.002335477,0.9980314
458.653,286,414,1,0.1159696,0.03096708,-0.3578042,-0.06267975,0.002343229,0.998031
458.6674,287,414,1,0.1159687,0.03097,-0.3578066,-0.06265081,0.002317759,0.9980327
458.6965,287,414,1,0.1159667,0.03097227,-0.357809,-0.06262949,0.002293821,0.9980342
458.7029,287,414,1,0.1159902,0.03097288,-0.35781,-0.06255782,0.002217808,0.9980389
458.713,287,414,1,0.1160131,0.03097297,-0.3578092,-0.0624881,0.002150354,0.9980434
458.7312,287,413,1,0.1160448,0.03097249,-0.3578125,-0.06242211,0.002073596,0.9980477
458.7472,288,413,1,0.1160749,0.03097094,-0.3578169,-0.06235882,0.002006108,0.9980518
458.7646,288,413,1,0.1161119,0.03096947,-0.3578187,-0.06221599,0.001946322,0.9980608
458.7812,288,413,1,0.1161481,0.03097044,-0.3578228,-0.06208231,0.001893575,0.9980692
458.7983,290,413,1,0.1161246,0.0309747,-0.357827,-0.06165878,0.002082901,0.9980952
458.8154,291,414,1,0.1161023,0.03097753,-0.3578325,-0.06124864,0.002269045,0.99812
458.8308,293,415,1,0.1160349,0.03098235,-0.3578388,-0.0606375,0.002602003,0.9981564
458.8485,294,416,1,0.1159708,0.03098734,-0.3578465,-0.06005057,0.00291498,0.9981911
458.8654,296,417,1,0.1158638,0.03099508,-0.3578554,-0.05934075,0.003341971,0.9982322
458.8817,298,418,1,0.1157624,0.03100388,-0.3578664,-0.05865768,0.003746767,0.9982712
458.906,300,420,1,0.11562,0.03101602,-0.3578788,-0.0579075,0.004234441,0.998313
458.9301,302,421,1,0.1154841,0.03102799,-0.3578928,-0.05718576,0.004709221,0.9983524
458.9403,306,423,1,0.115331,0.03104259,-0.3579057,-0.05590817,0.005201752,0.9984223
458.9529,310,424,1,0.1151853,0.03105685,-0.3579165,-0.05467532,0.005682447,0.9984881
458.9695,310,424,1,0.1151853,0.03105685,-0.3579165,-0.05467532,0.005682447,0.9984881
458.9883,310,424,1,0.1151853,0.03105685,-0.3579165,-0.05467532,0.005682447,0.9984881
458.999,317,426,1,0.1149721,0.03107354,-0.3579348,-0.05226295,0.006258158,0.9986137
459.0301,323,428,1,0.1147719,0.03109905,-0.3579487,-0.049949,0.00686345,0.9987282
459.0363,323,428,1,0.1147719,0.03109905,-0.3579487,-0.049949,0.00686345,0.9987282
459.0476,323,428,1,0.1147719,0.03109905,-0.3579487,-0.04994901,0.00686345,0.9987282
459.0638,333,430,1,0.114515,0.03112432,-0.3579657,-0.04683722,0.00748738,0.9988745
459.0797,341,431,1,0.1142696,0.03114888,-0.3579843,-0.04384267,0.008082059,0.9990057
459.0978,351,433,1,0.1139752,0.03117647,-0.3580061,-0.04037095,0.008663675,0.9991472
459.1149,361,435,1,0.113695,0.03120584,-0.3580272,-0.03702726,0.009202423,0.9992719
459.131,372,436,1,0.1133846,0.03123841,-0.3580533,-0.03339288,0.009735669,0.9993949
459.1494,382,438,1,0.1130856,0.0312651,-0.3580768,-0.0299033,0.01026465,0.9995001
459.1656,392,440,1,0.1127429,0.03129197,-0.3581057,-0.02627896,0.01082214,0.999596
459.182,402,441,1,0.1124161,0.03131982,-0.3581326,-0.02280495,0.01136597,0.9996754
459.1991,412,443,1,0.112087,0.03134875,-0.3581582,-0.01928652,0.01190828,0.9997431
459.2162,658,483,1,0.1041897,0.03203934,-0.3587632,0.06536566,0.02509416,0.9975458
459.2336,658,483,1,0.1041745,0.03203952,-0.3587622,0.06549253,0.0250921,0.9975375
459.2486,658,483,1,0.1041609,0.03203818,-0.3587615,0.06561338,0.02508107,0.9975299
459.2657,659,483,1,0.1041311,0.03203952,-0.3587574,0.06582,0.02509073,0.997516
459.2809,660,483,1,0.1041031,0.03204247,-0.3587563,0.06601398,0.02509201,0.9975032
459.2984,660,483,1,0.1040636,0.03204809,-0.3587538,0.06626989,0.02510789,0.9974858
459.3153,661,483,1,0.1040273,0.03204665,-0.3587495,0.06651498,0.02511771,0.9974692
459.3317,662,483,1,0.1039488,0.03204407,-0.3587454,0.06681167,0.0251161,0.9974495
459.3492,663,483,1,0.1038738,0.03204635,-0.3587403,0.06709678,0.02510787,0.9974305
459.3659,663,483,1,0.1038022,0.03204496,-0.3587339,0.06738455,0.02510366,0.9974111
459.3893,664,483,1,0.103733,0.03204613,-0.3587238,0.06767066,0.0251027,0.9973919
459.4174,665,483,1,0.1036631,0.03204598,-0.3587122,0.06794897,0.02513012,0.9973723
459.4245,666,483,1,0.1035964,0.03204201,-0.3587002,0.06821101,0.02515235,0.9973537
459.4355,666,483,1,0.1035215,0.03203868,-0.3586862,0.06845295,0.025147,0.9973375
459.4518,667,483,1,0.1034493,0.03203641,-0.3586708,0.06868483,0.02512629,0.9973219
459.4742,668,483,1,0.1033579,0.03203501,-0.3586552,0.06887808,0.02512813,0.9973086
459.4822,668,483,1,0.1032695,0.03203275,-0.3586372,0.06906275,0.02512169,0.997296
459.5002,669,483,1,0.1031752,0.0320298,-0.3586169,0.06942984,0.02507704,0.9972717
459.5333,670,482,1,0.1030864,0.03202612,-0.3585963,0.0699071,0.02501758,0.9972398
459.5402,672,482,1,0.1030011,0.03202195,-0.3585729,0.07036915,0.02494946,0.997209
459.5482,673,482,1,0.1029187,0.03201785,-0.3585494,0.07081395,0.02487263,0.9971794
459.5643,674,482,1,0.1028482,0.03200964,-0.3585236,0.07132708,0.02476777,0.9971455
459.58,676,481,1,0.1027793,0.03199979,-0.358498,0.07182078,0.02465991,0.9971126
459.5989,676,481,1,0.102764,0.03198448,-0.3584664,0.07183991,0.02445226,0.9971164
459.6156,676,480,1,0.1027477,0.03196971,-0.3584371,0.07184926,0.02423487,0.997121
459.6313,676,480,1,0.1027477,0.03196971,-0.3584371,0.07184926,0.02423487,0.997121
459.652,676,480,1,0.1027477,0.03196971,-0.3584371,0.07184926,0.02423487,0.997121
459.6685,672,479,1,0.1027177,0.03195373,-0.3584048,0.07054888,0.02400133,0.9972196
459.6816,668,479,1,0.102689,0.0319383,-0.3583741,0.06929026,0.0237714,0.9973133
459.7036,657,478,1,0.1026436,0.03192269,-0.3583459,0.06555002,0.02350009,0.9975725
459.7166,646,477,1,0.1026004,0.03190798,-0.3583167,0.06195985,0.02323242,0.9978083
