Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
170.2411,154,654,1,0.03213692,-0.002482404,0.004101415,-0.09391191,0.1004868,0.9904963
170.2495,152,653,1,0.03222268,-0.002489581,0.004101404,-0.09443239,0.1002066,0.9904753
170.2558,151,652,1,0.03230501,-0.002497209,0.00409955,-0.09492466,0.09993646,0.9904554
170.2667,150,652,1,0.03239649,-0.002505786,0.004097544,-0.09542772,0.0996328,0.9904377
170.282,148,651,1,0.03248333,-0.002517508,0.004091979,-0.09591942,0.09934455,0.9904192
170.3001,147,650,1,0.03256712,-0.002527124,0.004084531,-0.09643947,0.09904101,0.9903991
170.3168,146,649,1,0.03264816,-0.002534979,0.004079407,-0.09694484,0.09875838,0.9903779
170.334,144,648,1,0.03272485,-0.002543414,0.004074165,-0.09746701,0.09844209,0.9903582
170.3496,143,648,1,0.03279752,-0.002551461,0.004068906,-0.09797414,0.09814259,0.9903378
170.3682,142,647,1,0.03284917,-0.002558399,0.00406531,-0.09842941,0.09784017,0.9903227
170.3812,141,646,1,0.03289902,-0.002563772,0.004065261,-0.09886715,0.09755066,0.9903076
170.3996,140,645,1,0.03293853,-0.002571898,0.004066992,-0.09928998,0.09727243,0.9902927
170.4169,139,644,1,0.03297568,-0.002579791,0.004065744,-0.09970448,0.09698877,0.9902788
170.4331,138,644,1,0.0330165,-0.002584847,0.004066829,-0.1000649,0.09674146,0.9902667
170.4498,137,643,1,0.03305295,-0.002587163,0.004066274,-0.1004135,0.09652116,0.9902529
170.4666,136,643,1,0.03306045,-0.002588237,0.004070788,-0.1007228,0.09637699,0.9902355
170.4825,135,642,1,0.03306814,-0.002588199,0.004076483,-0.1010191,0.09623921,0.9902188
170.4998,134,642,1,0.03305982,-0.002587348,0.00408379,-0.1013139,0.09614706,0.9901975
170.5175,133,642,1,0.03305068,-0.002587407,0.004092793,-0.1015972,0.09605479,0.9901775
170.5341,133,642,1,0.03304432,-0.002588763,0.004103291,-0.1018933,0.09599423,0.990153
170.55,132,642,1,0.03303755,-0.00259226,0.004114438,-0.1021795,0.09592838,0.9901298
170.5681,132,640,1,0.03302818,-0.00259602,0.004129123,-0.102136,0.09541856,0.9901837
170.5826,132,639,1,0.0330176,-0.002599331,0.004142901,-0.1020945,0.09491684,0.9902361
170.5995,133,637,1,0.03299849,-0.002601069,0.004154414,-0.1019242,0.09427859,0.9903146
170.6157,133,635,1,0.032982,-0.002602017,0.004167634,-0.1017564,0.09366629,0.9903899
170.6324,133,634,1,0.03296641,-0.002600224,0.004179774,-0.1015924,0.09308981,0.9904612
170.6487,134,632,1,0.03295568,-0.002601716,0.004188457,-0.1013517,0.09240091,0.9905503
170.6664,135,630,1,0.03295504,-0.002604005,0.004198498,-0.1010313,0.09171514,0.9906467
170.6822,136,628,1,0.03295571,-0.002608697,0.004208199,-0.100725,0.09105906,0.9907385
170.6997,137,626,1,0.03296628,-0.002612808,0.004218351,-0.1003447,0.09041744,0.9908358
170.7163,138,625,1,0.0329752,-0.002619046,0.004228088,-0.09998025,0.08979996,0.9909288
170.7338,139,623,1,0.03299208,-0.002626631,0.004237147,-0.09961592,0.08916204,0.9910231
170.7499,140,621,1,0.03300899,-0.002633874,0.004246472,-0.09926634,0.08854743,0.9911133
170.7677,141,620,1,0.03303722,-0.002642972,0.004253226,-0.09886369,0.08797745,0.9912043
170.782,142,618,1,0.03306602,-0.002654894,0.004258801,-0.09847719,0.08742097,0.991292
170.7991,143,615,1,0.03311534,-0.00266892,0.00426342,-0.09817575,0.08635438,0.9914154
170.8171,144,612,1,0.03316346,-0.002683923,0.004267102,-0.09788352,0.08532626,0.9915333
170.8332,145,610,1,0.0332118,-0.002695974,0.004270504,-0.09759559,0.08434415,0.9916457
170.8501,146,598,1,0.03299042,-0.002705065,0.004289381,-0.09714474,0.07999097,0.9920505
170.867,147,586,1,0.03278756,-0.00271525,0.004306681,-0.09667201,0.0757581,0.992429
170.8823,148,575,1,0.03259504,-0.002726608,0.004321855,-0.09621102,0.07170215,0.9927751
