Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
543.5227,129,248,1,0.06225603,0.04556983,-0.0886853,-0.1087484,-0.06127185,0.9921792
543.5327,128,259,1,0.06275246,0.04557766,-0.088674,-0.1092535,-0.05742759,0.9923536
543.5413,105,516,1,0.07464218,0.04575257,-0.08845086,-0.1208651,0.035197,0.9920447
543.554,105,517,1,0.07465219,0.04575256,-0.08845122,-0.1208226,0.03534985,0.9920446
543.5635,105,517,1,0.07466084,0.04575525,-0.0884529,-0.120783,0.03551018,0.9920436
543.5778,105,518,1,0.0746701,0.04576136,-0.0884556,-0.1207441,0.03568721,0.9920419
543.5964,106,519,1,0.07469939,0.0457643,-0.08845654,-0.1206807,0.03598318,0.992039
543.6138,106,519,1,0.07472591,0.04576691,-0.08845941,-0.1206259,0.03627779,0.9920349
543.6271,106,520,1,0.07474232,0.04576948,-0.08845795,-0.1205147,0.03659963,0.9920366
543.6445,106,521,1,0.07476118,0.04577403,-0.08845828,-0.1204111,0.03691035,0.9920377
543.6636,107,522,1,0.07477534,0.04578363,-0.0884584,-0.120295,0.03724787,0.9920392
543.6785,107,523,1,0.07478858,0.04578969,-0.08845937,-0.1201767,0.03758434,0.9920408
543.6957,108,524,1,0.07478908,0.04579703,-0.08845688,-0.1200015,0.03793804,0.9920486
543.7129,108,525,1,0.07478888,0.04580174,-0.08845372,-0.119828,0.03827902,0.9920565
543.7292,108,526,1,0.07478588,0.04580379,-0.08845057,-0.1197063,0.0385512,0.9920605
543.7451,109,526,1,0.07478056,0.04580361,-0.08844528,-0.1195887,0.03878961,0.9920654
543.7629,109,527,1,0.07480698,0.04580241,-0.08843671,-0.1194921,0.03900507,0.9920686
543.7787,109,528,1,0.07483221,0.04579964,-0.08842901,-0.1194078,0.03919991,0.9920712
543.7958,109,528,1,0.07485831,0.04579506,-0.08842212,-0.1193533,0.03933514,0.9920724
543.812,110,528,1,0.07488284,0.04579171,-0.08841249,-0.1193087,0.03945495,0.9920729
543.8286,110,529,1,0.07488682,0.04578688,-0.08840197,-0.1192585,0.03956429,0.9920747
543.8445,110,529,1,0.07488952,0.04578151,-0.08839127,-0.1192171,0.03965184,0.9920761
543.8621,110,529,1,0.07487743,0.04577827,-0.08837944,-0.1192047,0.03974986,0.9920737
543.8788,110,529,1,0.07486553,0.04577281,-0.08836644,-0.1191943,0.03983889,0.9920713
543.8955,110,529,1,0.07481439,0.04576936,-0.08835588,-0.119075,0.03966176,0.9920928
543.9128,110,528,1,0.07476494,0.04576311,-0.08834399,-0.1189616,0.03948,0.9921137
543.9288,111,527,1,0.07468358,0.0457611,-0.08833362,-0.1187787,0.03913129,0.9921494
543.9449,111,526,1,0.07460649,0.04575819,-0.088324,-0.1185982,0.03879343,0.9921843
543.9623,112,525,1,0.07451461,0.04575833,-0.08831502,-0.1183841,0.03833515,0.9922277
543.9785,112,524,1,0.07442565,0.04575811,-0.08830817,-0.1181693,0.03791198,0.9922695
543.9964,113,523,1,0.07433733,0.04575624,-0.0883007,-0.1179504,0.03744214,0.9923134
544.0151,114,521,1,0.07425005,0.04575199,-0.08829591,-0.1177356,0.0369982,0.9923555
544.0322,114,520,1,0.07412982,0.04574528,-0.08829121,-0.1174828,0.03652708,0.9924029
544.0461,115,519,1,0.07401618,0.04574871,-0.088291,-0.1172459,0.03607026,0.9924477
