Timestamp,PixelX,PixelY,IsValid,GazeOriginX,GazeOriginY,GazeOriginZ,GazeDirectionX,GazeDirectionY,GazeDirectionZ
50.25209,225,166,1,0.001452131,0.002661857,-0.01204748,-0.05904881,-0.08116002,0.9949504
50.26343,225,165,1,0.001490708,0.002662205,-0.01205659,-0.05893696,-0.08145201,0.9949331
50.27265,225,164,1,0.001510267,0.002663227,-0.01206608,-0.05882748,-0.08168321,0.9949207
50.28322,225,163,1,0.00152836,0.002664399,-0.01207552,-0.05872614,-0.08191214,0.9949079
50.2909,226,163,1,0.001545713,0.00266651,-0.0120864,-0.05863938,-0.08212806,0.9948952
50.31178,226,162,1,0.001553707,0.002671558,-0.01209497,-0.05857351,-0.08231314,0.9948837
50.32463,226,162,1,0.001560469,0.002679817,-0.01210433,-0.05852142,-0.0824721,0.9948736
50.34258,226,162,1,0.001552429,0.002683114,-0.01211229,-0.05848841,-0.08258331,0.9948664
50.36103,226,161,1,0.001546456,0.002682816,-0.01212002,-0.05845444,-0.08270803,0.994858
50.37542,226,161,1,0.001533499,0.002688057,-0.01212802,-0.05839653,-0.08281176,0.9948528
50.39455,227,161,1,0.001522816,0.002695182,-0.01213433,-0.05833535,-0.08289059,0.9948498
50.40994,227,161,1,0.00150788,0.00270132,-0.0121397,-0.05829774,-0.08295964,0.9948462
50.42493,227,160,1,0.001493329,0.002702327,-0.01214101,-0.05825106,-0.08302963,0.9948432
50.44217,227,160,1,0.001468234,0.002703222,-0.0121445,-0.05817918,-0.08311806,0.99484
50.45889,227,160,1,0.001444912,0.002703521,-0.01214517,-0.05810886,-0.08322061,0.9948355
50.47518,227,160,1,0.001431109,0.002704825,-0.01214433,-0.05806621,-0.08334861,0.9948273
50.49203,227,159,1,0.001418686,0.002705486,-0.01214331,-0.05802355,-0.08346982,0.9948196
50.50904,227,159,1,0.001417339,0.002709082,-0.01213904,-0.05798105,-0.08356991,0.9948136
50.52491,228,159,1,0.001416365,0.00270951,-0.01213433,-0.05793563,-0.08365903,0.9948089
50.54422,228,159,1,0.001427695,0.002708147,-0.01212605,-0.05790026,-0.08374309,0.9948038
50.561,228,158,1,0.00144126,0.002706157,-0.0121182,-0.05786446,-0.08382937,0.9947987
50.57482,228,158,1,0.001464034,0.002704437,-0.0121099,-0.05764059,-0.08378357,0.9948155
50.59119,229,159,1,0.001489415,0.00270277,-0.01209865,-0.05742142,-0.08374459,0.9948314
50.60904,230,167,1,0.0016084,0.002722952,-0.01209229,-0.05691444,-0.08064572,0.9951166
50.62521,232,175,1,0.001725141,0.002740983,-0.01208574,-0.05641851,-0.07768323,0.9953805
50.64243,233,183,1,0.001794372,0.002755701,-0.01207873,-0.0559193,-0.0748955,0.9956223
50.65874,235,190,1,0.001863792,0.002768569,-0.01207154,-0.05542872,-0.07222314,0.9958471
50.67565,236,197,1,0.001929322,0.002780952,-0.01206223,-0.05494263,-0.06966027,0.9960567
50.69381,238,204,1,0.001995078,0.002791331,-0.01205043,-0.05446913,-0.06721191,0.9962508
50.71021,272,362,1,0.001818133,0.003069761,-0.01180467,-0.04166548,-0.008694798,0.9990938
50.72749,272,362,1,0.001820377,0.003070768,-0.0118023,-0.04165939,-0.008698554,0.999094
50.74626,273,362,1,0.001769934,0.00307045,-0.01180139,-0.04161163,-0.008695909,0.999096
50.75995,273,362,1,0.001723303,0.003068942,-0.01180097,-0.04156591,-0.008699504,0.9990979
50.77598,273,362,1,0.001637705,0.003068073,-0.0118009,-0.0414845,-0.008737667,0.9991009
50.79247,273,362,1,0.001557177,0.003067287,-0.01179699,-0.04140279,-0.008766728,0.999104
50.81095,273,362,1,0.00148481,0.003064405,-0.011794,-0.04133292,-0.008793679,0.9991068
50.8256,273,362,1,0.001414909,0.003061893,-0.01179049,-0.04126157,-0.008824313,0.9991094
50.84307,273,362,1,0.001340504,0.003060901,-0.01178591,-0.04118959,-0.008840328,0.9991122
50.85973,273,362,1,0.001270921,0.003059965,-0.01178407,-0.04112343,-0.008853182,0.9991149
50.87734,274,362,1,0.001178907,0.003057531,-0.01178265,-0.0410451,-0.00887061,0.999118
50.89695,274,362,1,0.00109061,0.003058425,-0.01178175,-0.04097227,-0.008880744,0.9991208
50.91049,274,362,1,0.001002051,0.003058119,-0.01177882,-0.04090406,-0.008867443,0.9991238
50.92693,274,362,1,0.0009181821,0.003058841,-0.01177805,-0.04084138,-0.008859463,0.9991263
50.94369,274,362,1,0.000800902,0.003058252,-0.0117764,-0.04077486,-0.008828342,0.9991294
50.96008,274,362,1,0.0006893917,0.003053682,-0.01177501,-0.04071309,-0.008794897,0.9991322
50.97647,274,362,1,0.0005647491,0.003052291,-0.01177576,-0.04068244,-0.008787566,0.9991335
50.99369,274,362,1,0.0004471965,0.003055226,-0.01177204,-0.04065818,-0.008750626,0.9991348
51.01119,274,362,1,0.0002976317,0.003057648,-0.01176968,-0.04051353,-0.008776558,0.9991404
51.02552,275,362,1,0.0001525204,0.003057771,-0.01176652,-0.0403644,-0.008821205,0.9991461
51.04308,275,361,1,1.316279E-05,0.003055756,-0.01176449,-0.04012683,-0.00903348,0.9991538
51.06053,276,361,1,-0.0001207492,0.003050504,-0.01176378,-0.03989435,-0.009242988,0.9991611
51.07709,276,360,1,-0.0002406945,0.003045414,-0.01176141,-0.03959645,-0.009541758,0.9991702
51.09502,277,359,1,-0.0003531855,0.003042119,-0.01176008,-0.03930311,-0.009837627,0.9991789
51.11473,278,358,1,-0.0004689468,0.003039842,-0.01175867,-0.03894931,-0.01018441,0.9991893
51.12613,279,357,1,-0.0005812876,0.003033526,-0.01175718,-0.03860383,-0.01051993,0.9991992
51.14424,280,356,1,-0.0007160229,0.003023994,-0.01175865,-0.03824566,-0.01087937,0.9992091
51.16027,281,355,1,-0.0008427612,0.003013457,-0.01175759,-0.03790775,-0.01124488,0.999218
51.17574,281,353,1,-0.0009277514,0.003005954,-0.01175641,-0.03766824,-0.01209226,0.9992172
51.19272,282,351,1,-0.00101123,0.003000628,-0.01175753,-0.03744775,-0.01289456,0.9992154
51.21212,282,348,1,-0.001055923,0.002993212,-0.01175762,-0.03729715,-0.01393507,0.9992071
51.22587,282,345,1,-0.00109951,0.00298346,-0.01175676,-0.03715472,-0.01492774,0.9991981
51.24457,283,342,1,-0.001137825,0.002973839,-0.0117578,-0.03699479,-0.01610259,0.9991857
51.25991,283,339,1,-0.001175911,0.00296653,-0.01175416,-0.0368383,-0.01721246,0.999173
51.27642,284,336,1,-0.001212245,0.002957702,-0.01174932,-0.03666003,-0.01837916,0.9991587
51.29479,284,333,1,-0.001246475,0.002948598,-0.01174578,-0.03648392,-0.01950285,0.9991439
51.31219,285,330,1,-0.001287651,0.002936632,-0.01174183,-0.03629724,-0.02070141,0.9991266
51.32634,285,327,1,-0.001329907,0.002925231,-0.01174093,-0.03611296,-0.02186471,0.9991085
51.34431,285,323,1,-0.001362317,0.002912385,-0.01173799,-0.03593165,-0.02308492,0.9990876
51.3615,286,320,1,-0.001392154,0.002898726,-0.01173288,-0.03575262,-0.02425761,0.9990662
51.37649,286,317,1,-0.001434626,0.002886024,-0.01172672,-0.03553768,-0.02543308,0.9990447
51.39658,287,314,1,-0.001476402,0.002873948,-0.01172197,-0.03533534,-0.02656535,0.9990224
51.40998,287,311,1,-0.001502064,0.002860781,-0.01171666,-0.03516893,-0.02765696,0.9989986
51.42478,288,308,1,-0.001527434,0.002848087,-0.01170891,-0.03500827,-0.02870469,0.9989747
51.44262,288,306,1,-0.001543509,0.002833765,-0.01170247,-0.03483171,-0.02968339,0.9989523
51.45839,289,303,1,-0.001559566,0.002819118,-0.01169411,-0.03466313,-0.03063037,0.9989296
51.47707,289,301,1,-0.001554557,0.002804935,-0.01168369,-0.03451329,-0.03151908,0.9989071
51.49461,289,298,1,-0.001550094,0.002790385,-0.01167448,-0.03437598,-0.0323695,0.9988847
51.51033,290,295,1,-0.001574612,0.00277408,-0.01166282,-0.034235,-0.03371781,0.9988449
51.52482,290,291,1,-0.001600197,0.002757154,-0.01165086,-0.0340981,-0.0350209,0.9988047
51.54427,291,287,1,-0.001654974,0.002741669,-0.01163875,-0.03390351,-0.0365273,0.9987574
51.55966,291,283,1,-0.001708367,0.00272642,-0.01162981,-0.03371695,-0.03797805,0.9987096
51.57656,292,279,1,-0.001772879,0.002711182,-0.01162104,-0.0334754,-0.03956411,0.9986562
51.5932,292,275,1,-0.001836674,0.002696585,-0.01161204,-0.0332468,-0.04108899,0.9986022
51.61511,293,270,1,-0.001898747,0.002678592,-0.01160399,-0.03301275,-0.04269471,0.9985426
51.62933,293,266,1,-0.001958678,0.002663381,-0.01159767,-0.03279885,-0.0442405,0.9984823
51.64157,294,262,1,-0.002020027,0.002647171,-0.01159129,-0.0325774,-0.04581805,0.9984185
51.65982,294,258,1,-0.002078856,0.002632304,-0.01158683,-0.03237252,-0.04732614,0.9983548
51.67546,295,254,1,-0.002133665,0.002615114,-0.01158138,-0.03215707,-0.0488083,0.9982904
51.69406,296,250,1,-0.002186902,0.002599373,-0.01157493,-0.03194298,-0.05023139,0.9982266
51.71233,296,246,1,-0.002219522,0.002582915,-0.01156837,-0.03169877,-0.05162767,0.9981632
51.72533,297,242,1,-0.002252123,0.002567761,-0.01156287,-0.03145369,-0.05297751,0.9981002
51.74388,297,239,1,-0.002297204,0.002551079,-0.01155756,-0.0311964,-0.0542701,0.9980389
51.76051,298,235,1,-0.002339591,0.002536113,-0.01155239,-0.03094183,-0.05551117,0.9979785
51.77692,299,232,1,-0.002386187,0.002520177,-0.01154869,-0.03067466,-0.05671049,0.9979193
51.79364,299,229,1,-0.002432441,0.00250603,-0.01154651,-0.0304211,-0.0578567,0.9978613
51.80993,300,226,1,-0.00249556,0.002492777,-0.01154539,-0.03021016,-0.05893304,0.9978048
51.82645,300,223,1,-0.002556647,0.002477925,-0.01154564,-0.03001543,-0.05997045,0.9977487
51.84352,301,220,1,-0.002639426,0.002460323,-0.01154482,-0.02984465,-0.06119253,0.9976797
51.86147,301,217,1,-0.002717193,0.002443402,-0.01154982,-0.02969816,-0.06238443,0.9976103
51.87623,301,213,1,-0.002787034,0.002434589,-0.0115508,-0.02956292,-0.06365885,0.9975338
51.89421,302,210,1,-0.002851283,0.002428422,-0.0115514,-0.0294429,-0.06482901,0.997462
51.91234,302,207,1,-0.002925183,0.002420709,-0.01155184,-0.02928082,-0.06608179,0.9973844
51.9268,302,203,1,-0.002996329,0.002410173,-0.01155145,-0.02910684,-0.06729249,0.9973086
51.94529,303,200,1,-0.003072368,0.002398612,-0.01155251,-0.02890017,-0.06856316,0.997228
51.96161,304,197,1,-0.003144467,0.002385807,-0.01155498,-0.02868495,-0.06979574,0.9971488
51.97743,304,193,1,-0.003204275,0.002375084,-0.01155759,-0.02849347,-0.07107744,0.9970638
51.99306,304,190,1,-0.003261155,0.002366663,-0.01156035,-0.0282943,-0.07231618,0.9969804
52.01223,305,186,1,-0.003331598,0.002356638,-0.01156616,-0.02810302,-0.07355369,0.9968952
52.02599,305,183,1,-0.003400126,0.00234084,-0.01157327,-0.0279315,-0.0747598,0.9968103
52.04277,306,180,1,-0.003488554,0.002325368,-0.01158338,-0.02777452,-0.07596949,0.9967233
52.06025,306,177,1,-0.003572033,0.002315093,-0.01159316,-0.0276391,-0.07713687,0.9966373
52.07626,306,173,1,-0.003654608,0.002308238,-0.0116016,-0.02753018,-0.07825612,0.9965531
52.09333,306,171,1,-0.003734493,0.002303721,-0.0116134,-0.02743886,-0.07930744,0.9964725
52.11106,306,168,1,-0.003806883,0.002294093,-0.01162055,-0.02737249,-0.08030255,0.9963946
